회사명,상장일,시장,산업분류,AI분류,구태그,평가방법,적용멀티플,분류근거,주요제품
큐로셀,2023-11-09,코스닥,바이오/헬스케어,비AI,,PER,22.3,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,CAR-T 세포치료제
비아이매트릭스,2023-11-09,코스닥,IT/소프트웨어,비AI,,PER,26.49,"[에이전트 판정(투설 원문 스니펫)|low] 주력은 로우코드 BI 솔루션(비AI). AI 신제품은 출시 예정 단계이며 OpenAI API 등 외부 LLM 연계. M4PLAN이 'AI기반 SCM'으로 표기돼 low. | 근거: ""신제품인 생성형 AI를 활용한 대화형 화면개발 솔루션 모듈 \""G-MATRIX\""의 정식 출시에 힘입어"" / ""G-MATRIX ChatGPT의 기반 기술인 OpenAI API를 사용""",로우코드 기반 코딩 자동화 솔루션 등
메가터치,2023-11-09,코스닥,2차전지/에너지,비AI,,PER,30.79,"[에이전트 판정(투설 원문 스니펫)|high] 배터리/반도체 핀 부품사. AI 언급 전부가 전방산업(AI반도체) 시장 전망 | 근거: ""AI반도체 수요 증가로 반도체 패키징 기술이 개발되면서 동사 제품도 수요 증가가 예상""","배터리 핀, 반도체 핀"
컨텍,2023-11-09,코스닥,IT/소프트웨어,AI관련,Y,PER,32.04,"[에이전트 판정(투설 원문 스니펫)|high] 위성영상 분석 솔루션의 핵심 기능이 자체 AI 딥러닝으로 구현(관련 특허·과제 다수). 주력 지상국 사업과 병행되어 pure는 아님. | 근거: ""수신된 위성영상에 AI(Artificial Intelligence, 인공지능) 딥러닝을 적용하여 차별화된 영상분석 솔루션까지 제공"" / ""공간 객체 탐지... AI Deep Learning에 기반한 기술을 적용""","지상국 시스템 엔지니어링 솔루션, 위성영상 생성을 위한 데이터처리 솔루션"
에스와이스틸텍,2023-11-13,코스닥,화학/소재,비AI,,PER,5.95,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,데크플레이트
에이직랜드,2023-11-13,코스닥,반도체/디스플레이,AI관련,,PER,53.7,"[에이전트 판정(투설 원문 스니펫)|low] AI 반도체 설계가 매출 과반이고 자사 개발 AI 반도체의 양산을 핵심 매출원으로 제시. 다만 디자인하우스 특성상 고객 위탁설계 성격이라 low. | 근거: ""2023년 2분기 개발 매출액 18,998백만원이 AI 인공지능 시장에 대한 시스템반도체 시장에서 발생... 53.31%"" / ""당사의 AI 인공지능 반도체는 2023년 상반기 중 개발이 완료되어""","비메모리 반도체 설계및 제조, 전자회로 연구, 설계, 레이아웃 등"
캡스톤파트너스,2023-11-15,코스닥,금융,비AI,,PER,14.45,[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 투자조합 명칭·투자 섹터 분류. VC 본업은 비AI. | 근거: 하나-캡스톤 AI 플랫폼 투자조합(약정규모 821억원),벤처투자조합 등 조합 결성 및 운영
에코프로머티,2023-11-17,유가증권,2차전지/에너지,비AI,,PBR,4.2,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,배터리 양극재용 핵심소재 하이니켈 전구체
스톰테크,2023-11-20,코스닥,화학/소재,비AI,,PER,18.28,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"정수기 피팅, 밸브, 파우셋 등 부품"
에코아이,2023-11-21,코스닥,기타,비AI,,PER,23.24,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,탄소배출권 및 탄소배출권 관련 컨설팅
동인기연,2023-11-21,유가증권,소비재/유통,비AI,,PER,12.22,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"스포츠용품(등산용가방,골프백),금속압형제품,유아용품 제조,도소매,통신 판매/부동산 임대"
그린리소스,2023-11-24,코스닥,반도체/디스플레이,비AI,,PER,13.8,"[에이전트 판정(투설 원문 스니펫)|high] 반도체 장비 코팅·소재사. AI는 전방 시장 전망 언급뿐. | 근거: ""AI 반도체 등 차세대 반도체 분야의 성장도 업황 회복에 기여할 것으로 예상""",반도체 및 디스플레이 장비 보호코팅 및 소재
한선엔지니어링,2023-11-24,코스닥,화학/소재,비AI,,PER,19.4,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부가 전방(반도체) 시장 전망. 피팅·밸브 제품은 AI 무관. | 근거: ""메모리 반도체 업황 개선 및 AI, 차량용 반도체 등의 수요가 증가하며 반도체 Fab 자본지출액도... 성장""","계장용 피팅 및 밸브, 모듈"
에이에스텍,2023-11-28,코스닥,화학/소재,비AI,,PER,16.05,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,자외선 차단제 유기 원료
에이텀,2023-12-01,코스닥,기타,비AI,,PER,19.46,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,평판형 트랜스
와이바이오로직스,2023-12-05,코스닥,바이오/헬스케어,비AI,,PER,27.68,"[에이전트 판정(투설 원문 스니펫)|high] AI는 정책 설명 및 타 방식과의 비교 대상. 자사 항체 플랫폼은 오히려 비AI 실험 기반. | 근거: ""AI·빅데이터 등 신약개발의 디지털 전환 촉진"" / ""인공지능을 이용한 컴퓨터 모델 기반의 단백질 엔지니어링에 비해 정확도가 높고""",항체의약품 및 항체후보물질 연구개발
케이엔에스,2023-12-06,코스닥,기계/장비,AI관련,,PER,21.96,"[에이전트 판정(투설 원문 스니펫)|high] 자체 개발 딥러닝 기반 비전 검사장비가 주력 제품군으로 양산 완료. AI 판정이 장비의 핵심 동작 원리 | 근거: ""딥러닝 기술을 활용하여 비슷한 유형의 불량 이미지를 등록하고, 이를 AI가 직접 판단하여 불량 여부를 결정하는 구조로 장비를 설계하여 양산까지 완료""",이차전지 자동화 설비
LS머트리얼즈,2023-12-12,코스닥,2차전지/에너지,비AI,,PER,19.84,"[에이전트 판정(투설 원문 스니펫)|high] 울트라커패시터 제조사. AI는 시장 전망 중심이며 ML 수명예측은 부가 기술. | 근거: ""머신 러닝을 이용한 수명 예측 기술"" / ""IoT, AI 등 첨단 기술을 활용한 제조과정의 확대로... UPS 시장이 지속적으로 확대""",울트라커패시터(셀 및 모듈)
블루엠텍,2023-12-13,코스닥,소비재/유통,비AI,,PSR,2.73,"[에이전트 판정(투설 원문 스니펫)|high] 의약품 유통 플랫폼이 본업으로 AI 없이 성립. AI 검색·추천은 편의 기능이고 AI 큐레이션은 향후 개발 계획. | 근거: ""LLM 기반의 GPT기술을 활용한 검색어 제안 기술과 AI기술을 활용한 연관된 의약품 추천 기능"" / ""AI 큐레이션 기술 개발"" (향후 투자계획)",의약품 유통업
DS단석,2023-12-22,유가증권,화학/소재,비AI,,PER,9.81,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,바이오에너지
우진엔텍,2024-01-24,코스닥,2차전지/에너지,비AI,,PER,10.16,"[에이전트 판정(투설 원문 스니펫)|low] AI 언급은 방사선 영상기기 신사업 요소기술 서술 2건뿐. 주력(발전소 계측제어 정비)은 비AI. 스니펫 맥락이 모호해 low. | 근거: 검출기 설계, 신호처리회로 설계, 시스템 구축, 성능예측 시뮬레이션 및 인공지능 기반 의료영상생성 등을 기 확보",발전소 계측제어설비 정비 서비스
HB인베스트먼트,2024-01-25,코스닥,금융,비AI,,PER,11.34,"[에이전트 판정(투설 원문 스니펫)|high] 벤처캐피탈. AI는 투자 섹터 분류로만 등장. | 근거: ""2022년 이후 소프트웨어, AI, 반도체, 2차전지 등 성장가능성이 높은 업종의 투자 기회가 증가""",벤처투자조합 등 조합 결성 및 운영
현대힘스,2024-01-26,코스닥,기타,비AI,,PBR,1.69,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"선박기자재 (선박 블록, 보강재, 도장 등)"
포스뱅크,2024-01-29,코스닥,기계/장비,비AI,,PER,17.58,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 비교기업·타사 사업 설명뿐. POS/KIOSK 단말기는 AI 무관. | 근거: ""인포마크 AI 스피커 57.68%..."" / ""ITX-AI CCTV카메라 등 42.2%""","POS 단말기, KIOSK 단말기"
이닉스,2024-02-01,코스닥,자동차/모빌리티,비AI,,PER,12.01,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,2차전지용 배터리셀 패드 등
스튜디오삼익,2024-02-06,코스닥,소비재/유통,비AI,,PER,28.88,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 유통채널 트렌드·리스크 요인 설명에 그침. 가구 제품은 AI 무관. | 근거: ""온라인 유통채널의 트랜드는 최종 고객의 소비성향, 빅데이터, AI 기술 고도화 등 다양한 요소에 영향을 받으며""","침실가구, 거실가구,  옷장/수납, 주방가구 등"
케이웨더,2024-02-22,코스닥,기계/장비,AI관련,Y,PER,16.3,"[에이전트 판정(투설 원문 스니펫)|low] 주력 AI환기청정솔루션의 제어가 자체 AI 기반(NET 인증·특허). 다만 'AI'가 데이터 기반 제어 알고리즘 수준일 가능성으로 low | 근거: ""날씨빅데이터플랫폼 기반의 AI환기청정솔루션은... 데이터를 기반으로 환기청정기를 에너지 효율적으로 운전"" / ""AI 제어 기반 고효율 통합공조장치 개발 및 관련 특허 등록""","공기개선솔루션, 기상데이터, 공기측정솔루션 등"
코셈,2024-02-23,코스닥,기계/장비,비AI,,PER,26.98,"[에이전트 판정(투설 원문 스니펫)|low] 주력 SEM 제품은 비AI. AI-SEM은 특허·정부과제 완료로 실체는 있으나 아직 출시 전 신제품 R&D 단계라 nonai/low. | 근거: ""인공지능 현미경인 AI-SEM 등 지속적인 연구개발을 진행 중"" / ""각 신규 제품이 2024년 이후 시장에 출시되는 시점을 고려""",주사전자현미경(SEM)
이에이트,2024-02-23,코스닥,IT/소프트웨어,비AI,Y,PER,27.39,"[에이전트 판정(투설 원문 스니펫)|low] 핵심은 CFD 시뮬레이션 기술이며 AI는 디지털트윈 플랫폼의 여러 요소기술 중 하나로 개발·고도화 대상. 핵심 가치제안은 시뮬레이션. | 근거: ""다양한 빅데이터 분석 및 AI 학습 기능을 개발 및 고도화"" / ""Digital Twin 요소 기술(Cloud, AI, IoT, Network, Asset mgt. 등)을 통합하는 플랫폼""","CFD 시뮬레이션 소프트웨어, 디지털트윈 플랫폼"
에이피알,2024-02-27,유가증권,화학/소재,비AI,,PER,25.07,[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 타사(로레알·아모레) 뷰티테크 산업 동향. 자사 화장품·미용기기는 비AI. | 근거: 로레알은 특허 받은 인공지능 컬러 인식 기술과 알고리즘을 활용해 / 아모레퍼시픽은 ... 딥러닝해 만든 AI 기반 진단 시스템,"화장품, 피부미용기기 등"
케이엔알시스템,2024-03-07,코스닥,기계/장비,비AI,,PER,37.79,"[에이전트 판정(투설 원문 스니펫)|high] 유압 시험장비·로봇이 주력. AI 제어는 차세대 전략로봇용 개발 계획 단계. | 근거: ""탑승형 로봇 유압 설계 기술 및 인공지능 기반 제어 기술... 개발을 진행하고 있는""","특수목적 시험장비, 산업용로봇"
오상헬스케어,2024-03-13,코스닥,바이오/헬스케어,비AI,,PBR,1.2,"[에이전트 판정(투설 원문 스니펫)|high] 주력 진단기기·센서는 AI 없이 성립. AI는 보유기술 목록·정부과제·설계 자동화 등 부가 영역. | 근거: ""디지털 헬스케어 *원격 모니터링 기술 *AI 기반 건강 코칭 알고리즘"" / ""의료 인공지능 알고리즘 개발 완료"" (정부과제)","생화학 측정기 및 센서, 면역진단기기 및 마커, 분자진단기기 및 시약 등"
삼현,2024-03-21,코스닥,자동차/모빌리티,비AI,,PER,20.34,"[에이전트 판정(투설 원문 스니펫)|high] AI는 거시 전망·국방 동향·진행 중 정부 R&D 과제 수준. 액추에이터 제품은 비AI. | 근거: ""주요국에서 AI 관련 투자가 지속되는 가운데"" / ""AI기반 자동보정 및ANTI-DRIFT 기술이 적용된...정밀제어용 모터(정부과제, 23.10~25.09)""","스마트 액추에이터, 스마트 파워유닛"
엔젤로보틱스,2024-03-26,코스닥,기계/장비,비AI,Y,PER,37.37,"[에이전트 판정(투설 원문 스니펫)|low] 웨어러블 로봇 본체 기능은 AI 없이 성립. AI 보행분석은 부가 서비스이며 제품 탑재는 개발중 단계 | 근거: ""실시간 AI 기반 보행분석 모델 및 이상 탐지 서비스 제공"" / ""AI 엔진 강화한 angel MEDI L30 제품(개발중)에 기능 탑재 상용화 진행중""","재활 전문 웨어러블 로봇, 근력 보조 무동력 웨어러블 슈트, 일상생활 보조 웨어러블 로봇 등"
아이엠비디엑스,2024-04-03,코스닥,바이오/헬스케어,비AI,,PER,30.26,"[에이전트 판정(투설 원문 스니펫)|low] 스니펫 다수의 'AI'는 aromatase inhibitor(임상 약물)로 오탐. AI 근거는 정부과제명·연구원 경력 수준이라 제품 핵심 기능 서술 부족. 실제 바이오인포매틱스 활용 가능성 있어 low. | 근거: ""인공지능(AI)기반 초정밀 암진단 키트 창업진흥원 '21.05~'22.04"" / ""AI + CDK4/6 inhibitor 복용군""","알파리퀴드ⓡ 100, 알파리퀴드ⓡ HRR, 알파리퀴드ⓡ 디텍트, 알파리퀴드ⓡ 스크리닝"
제일엠앤에스,2024-04-30,코스닥,기계/장비,비AI,,PER,25.85,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,2차전지 믹싱시스템
디앤디파마텍,2024-05-02,코스닥,바이오/헬스케어,비AI,,PER,28.18,"[에이전트 판정(투설 원문 스니펫)|high] AI·머신러닝 언급이 용어 정의, 정부 정책, 거시경제 서술뿐. 치료제 개발과 AI 무관. | 근거: ""머신러닝 (Machine learning) 컴퓨터가 스스로 방대한 데이터를 분석해서 미래를 예측하는 기술."" (용어 정의)",대사성질환 치료제 등
민테크,2024-05-03,코스닥,2차전지/에너지,AI관련,,PER,27.69,[에이전트 판정(투설 원문 스니펫)|high] 배터리 진단시스템의 핵심이 자체 AI 진단솔루션(EIS 파라미터→상태·결함 분류)으로 서술됨. | 근거: 위 과정 전체를 진단 알고리즘이포함된 AI 진단솔루션이라 명명 / 인공지능 분류 알고리즘을 적용하여 오분류율 5% 이하의 최적 분류 성능,"배터리 진단시스템, 배터리 시스템, 충방전 검사장비"
코칩,2024-05-07,코스닥,2차전지/에너지,비AI,,EV/EBITDA,22.52,"[에이전트 판정(투설 원문 스니펫)|high] 수동부품 제조사. AI는 응용처(AI 스피커)와 스마트홈 시장 전망 언급뿐. | 근거: ""슈퍼커패시터는 IP카메라, GPS, TV, 세탁기, AI 스피커, 건조기, 드론 등... 사용""",소형 및 초소형 슈퍼커패시터
HD현대마린솔루션,2024-05-08,유가증권,건설/인프라,비AI,,PER,31.5,"[에이전트 판정(투설 원문 스니펫)|low] AI 기반 오션와이즈는 자사 개발 제품이나 매출 미시현 신사업. 주력 AM솔루션·Retrofit은 AI 없이 성립하므로 nonai이나 상용계약 체결로 경계선. | 근거: ""아직 본격적인 매출 발생이 시현되지 않은 분야는 '오션와이즈'라 불리우는 당사의 AI 및 빅데이터 기반 탈탄소 솔루션""","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어"
아이씨티케이,2024-05-17,코스닥,반도체/디스플레이,비AI,,PER,24.2,"[에이전트 판정(투설 원문 스니펫)|high] AI는 시장 환경·보안 위협 설명. 자사 핵심기술은 PUF 보안반도체로 AI 연산 전용 설계 아님. | 근거: ""대표적인 생성형 AI서비스인 OpenAI사의 ChatGPT는...사용자수가 증가"" / ""PUF 기술을 통하여...인증된 사용자만이 해당 데이터를 학습에 활용한다면 생성형AI를...사용할 수 있게""","PUF반도체,보안솔루션(보안반도체,정보통신모듈기기,정보통신용반도체) 제조,개발"
노브랜드,2024-05-23,코스닥,소비재/유통,비AI,,PBR,1.31,"[에이전트 판정(투설 원문 스니펫)|high] 의류 OEM. AI는 공모자금 향후 도입 계획이며 외부업체 기술 검토 단계 | 근거: ""공모를 통해 유입되는 자금 중 디자인 AI 기술을 포함하여 최대 5억원 이내로 집행할 계획"" / ""디자인 AI 관련 업체들과... 기술에 대하여 검토""","Knit, Woven 의류"
그리드위즈,2024-06-14,코스닥,2차전지/에너지,비AI,,PSR,4.46,"[에이전트 판정(투설 원문 스니펫)|high] 수요관리(DR) 서비스가 주력. AI는 공모자금 기반 향후 투자·인력채용·타사 제휴 계획에 그침. | 근거: ""AI분야의 전문인력을 5명 이상 확대채용하고 AI분야의 국내 전문사와의 기술적제휴를 통해... 개발Tool을 확보할 것""","수요관리 서비스, 전기차 충전기 모뎀 등"
라메디텍,2024-06-17,코스닥,바이오/헬스케어,비AI,,PER,25.32,"[에이전트 판정(투설 원문 스니펫)|high] 주력 제품인 레이저 채혈기·미용기기는 AI 무관. AI 만성질환 예측은 정부과제·특허 심사중 단계의 신사업 개발. | 근거: ""사전에 학습된 AI 알고리즘을 통해... 만성질환을 예측하는 시스템"" / ""바늘 없는 레이저 채혈을통한 AI기반의 진단기기... 개발"" (정부과제)",초소형 레이저 의료기기  및 미용기기
씨어스테크놀로지,2024-06-19,코스닥,바이오/헬스케어,AI관련,,PER,25.03,"[에이전트 판정(투설 원문 스니펫)|high] 심전도 분석 솔루션 mobiCARE가 AI 생체신호 분석 의료기기로, AI가 제품 동작 원리의 핵심. | 근거: 당사는 인공지능 산업의 일부분인 헬스케어 솔루션을 구현하여 사업화하고 있습니다 / AI 생체신호 분석 의료기기는 의료진 및 전문가의 판독시간을 최소화",심전도검사솔루션 입원환자모니터링솔루션
한중엔시에스,2024-06-24,코스닥,2차전지/에너지,비AI,,PER,22.28,"[에이전트 판정(투설 원문 스니펫)|high] ESS 냉각부품 제조사. AI는 거시경제 전망 1회 언급뿐. | 근거: ""물가 안정에 따른 조기 금리 인하, AI 발전에 따른 생산성 향상... 상방 요인으로 제시""","수냉식 냉각시스템 ESS Parts, 공랭식 ESS Module Parts, EV Module 및 내연기관 Parts"
에스오에스랩,2024-06-25,코스닥,자동차/모빌리티,비AI,Y,PER,23.49,"[에이전트 판정(투설 원문 스니펫)|low] 라이다 센서 하드웨어가 주력이며 AI perception은 향후 계획·과제 단계. 인력 채용 계획도 미래형이라 nonai이나 경계선. | 근거: ""향후 AI 기술을 적용해 관제 서비스 고도화도 함께 진행할 계획"" / ""AI LiDAR Perception Engine 성능 고도화"" (정부과제)",산업용 및 차량용 라이다(LiDAR)
하이젠알앤엠,2024-06-27,코스닥,기계/장비,비AI,,EV/EBITDA,33.44,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 전방 로봇 시장 전망·정책 설명에 그침. 모터 제품 자체는 비AI. | 근거: ""이러한 급속한 성장은 인공지능(AI) 기술의 도입으로 이루어졌습니다"" / ""AI 기술의 발전으로 로봇 공학에 LLM이 도입되면서""","전동기 및 발전기 (범용모터, 서보모터)"
에이치브이엠,2024-06-28,코스닥,화학/소재,비AI,,PER,20.56,"[에이전트 판정(투설 원문 스니펫)|high] 특수합금 소재사. 신경망은 R&D 내 합금설계 방법론 언급 1건, 제품은 비AI | 근거: ""인공신경망 기반 합금설계 및 Lab-scale의 소재 제조 및 기계적 물성 평가""","Ni계 합금, Fe계 합금, 스퍼터링타겟, Cu계 합금 등"
이노스페이스,2024-07-02,코스닥,방산/우주항공,비AI,,PER,42.3,"[에이전트 판정(투설 원문 스니펫)|high] 소형발사체 기업. AI 언급은 거시경제 전망·비교기업 표뿐. | 근거: ""조기 금리 인하, 인공지능(AI)발전에 따른 생산성 향상"" (거시경제 전망)","소형발사체, 로켓추진기관, 과학로켓, 시험평가용역"
하스,2024-07-03,코스닥,바이오/헬스케어,비AI,,PER,18.02,"[에이전트 판정(투설 원문 스니펫)|high] 치과 수복소재가 본업. AI 언급은 미래 프로젝트(TF 구성 단계)와 사내 생성형 AI 사용 준칙뿐. | 근거: ""AMDC(Amber Mill Design Center -AI) 라는 미래핵심 프로젝트를... 진행 중"" / ""생성형 AI 프로그램 사용관련 내부 준칙 제정의 건""","리튬디실리케이트 수복소재(Amber block, Amber Ingot 등), 지르코니아 유치관"
시프트업,2024-07-11,유가증권,엔터/미디어/게임,비AI,,PER,39.25,[에이전트 판정(투설 원문 스니펫)|high] AI는 게임 제작 효율화 목적의 향후 투자·도입 계획. 게임 제품은 AI 없이 성립. | 근거: AI 를 차기작에 사용하기 위해 도입 중에 있으며 / AI 등 미래 기술에 대한 투자를 꾸준하게 진행할 예정,게임 소프트웨어
엑셀세라퓨틱스,2024-07-15,코스닥,바이오/헬스케어,비AI,,PER,25.01,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,CellCor SFD/CD(세포배양배지)
산일전기,2024-07-29,유가증권,기타,비AI,,PER,20.58,"[에이전트 판정(투설 원문 스니펫)|high] 변압기 제조사. AI는 전력 수요 증가 요인 등 시장 전망에 국한. | 근거: ""대규모 연산력이 필요한 인공지능 (AI)... 늘어나는 데이터"" (전력 수요 배경)","유입, 몰드, 주상, 건식 변압기 등"
피앤에스미캐닉스,2024-07-31,코스닥,바이오/헬스케어,AI관련,,PER,27.31,"[에이전트 판정(투설 원문 스니펫)|low] 인공지능형 보행의지 분석이 보행재활로봇의 5대 구성 기술 중 하나로 제품에 '적용'됨. 다만 로봇의 근간은 기구·제어 기술이라 low. | 근거: ""Interactive 보행훈련모드 & 인공지능형 보행의지 분석기술(맞춤형 훈련모드) 적용"" / ""환자의 병적보행을 분류예측하는 인공지능 플랫폼""",보행재활로봇 시스템
아이빔테크놀로지,2024-08-06,코스닥,기계/장비,비AI,,PER,29.7,"[에이전트 판정(투설 원문 스니펫)|low] 주력(생체현미경·CRO)은 비AI. AI 암진단 의료기기는 자체 딥러닝 개발이 진척됐으나 아직 신사업 개발 단계라 low. | 근거: ""신규개발 제품인 AI의료기기 연구개발을 위한 자금조달이 필수적"" / ""AI 딥러닝 기반 암 진단 알고리즘 학습 및 학습성능 검증을 위해...임상시험""","생체현미경, CRO 서비스"
뱅크웨어글로벌,2024-08-12,코스닥,IT/소프트웨어,비AI,Y,PER,29.07,"[에이전트 판정(투설 원문 스니펫)|low] 핵심 제품은 코어뱅킹 SW로 AI 없이 성립. 생성형 AI 코딩 지원은 경쟁 대응성 부가 기능(일부는 출시 계획) | 근거: ""2024년에 생성형 AI 기술을 이용한 코딩 자동화 기능을 BXM에 탑재하여 주요 고객사를 대상으로 판매""",국내외 은행 및 금융기업 대상 코어뱅킹 소프트웨어
유라클,2024-08-16,코스닥,IT/소프트웨어,비AI,,PER,26.56,"[에이전트 판정(투설 원문 스니펫)|high] 모바일 앱 개발 플랫폼이 주력. AI는 타사 생성형 AI 연동 plugin 및 향후 내재화 R&D 계획으로, 자체 AI가 제품 핵심 아님. | 근거: ""다양한 생성형 AI 연동 기술 23.04~26.12"" / ""클라우드와 AI 관련 신기술 내재화를 목적으로 자금을 집행하려고""",모바일 앱 개발 플랫폼
전진건설로봇,2024-08-19,유가증권,기계/장비,비AI,,PER,10.02,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시경제 전망뿐. 콘크리트 펌프카는 AI 무관. | 근거: ""조기 금리 인하, 인공지능(AI)발전에 따른 생산성 향상, 구조개혁 추진등이 대표적인 상방요인""",콘크리트 펌프카
넥스트바이오메디컬,2024-08-20,코스닥,바이오/헬스케어,비AI,,PER,18.76,[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 파트너사 Medtronic의 AI 내시경 시스템(시장 수혜 논리). 자사 지혈재는 비AI. | 근거: Medtronic 은 ... 인공지능(AI) 을 활용한 전세계 유일한 대장 내시경 AI 시스템인 GI Genius™ 를 출시,"내시경용 지혈재, 혈관색전 미립구"
케이쓰리아이,2024-08-20,코스닥,IT/소프트웨어,비AI,Y,PER,24.58,"[에이전트 판정(투설 원문 스니펫)|low] XR 콘텐츠가 본업. 핸드트래킹 등 일부 AI 활용 있으나 부가적이고 다수는 제휴·구축 계획. | 근거: ""AI 와 depth 센서를 동시에 사용해... 손가락의 정확한 3차원 좌표를 추적"" / ""AI 기술기업과 공동으로... 챗봇 서비스를 구축할 것""",XR 실감형콘텐츠
티디에스팜,2024-08-21,코스닥,바이오/헬스케어,비AI,,PER,15.29,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 경제전망·정부정책·비교기업이며, 정관상 인공지능 의료업은 미영위 명시. 습포제 제품은 AI 무관. | 근거: ""9. 인공지능 의료업... 영위하고 있지 않은 사업"" / ""향후 AI 수요 확산, 글로벌 제조업경기 회복""","경피약물전달시스템(습포제, 첩부제)"
M83,2024-08-22,코스닥,엔터/미디어/게임,비AI,,PER,25.3,"[에이전트 판정(투설 원문 스니펫)|high] AI는 리스크 요인 및 보조 도구로만 서술. VFX 제작 역량이 본업. | 근거: ""AI를 통하여 VFX 기술을...구현할 수 있도록 만드는 보조적 수단으로 사용"" / ""생성형 AI 모델 발전으로...VFX 산업이 AI로 대체될 것으로 우려하는 시각이 존재""",VFX
이엔셀,2024-08-23,코스닥,바이오/헬스케어,비AI,,PER,30.47,"[에이전트 판정(투설 원문 스니펫)|high] CDMO/세포치료제가 본업. AI 이미지 분석은 자사 생산공정 보조 도구(국책과제)로 제품 자체는 비AI | 근거: ""세포치료제 GMP 생산 자동화 인공지능(AI) 이미지 실시간 분석법 개발"" / ""특허권 인공지능 기반 세포 이미지 실시간 분석방법""","첨단바이오의약품 위탁개발생산(CDMO) 서비스 / 차세대 세포,유전자 치료제"
아이스크림미디어,2024-08-30,코스닥,IT/소프트웨어,비AI,,PER,21.5,"[에이전트 판정(투설 원문 스니펫)|low] 현 주력(교과서 출판·커머스)은 비AI. AI 디지털교과서는 개발 중·검정심사 전 단계이며 스니펫이 리스크 서술 중심. 자체 AI 기술 구현 근거 약해 nonai/low. | 근거: ""교과서 발행사들이 개발한 AI 디지털교과서는 기술심사와 검정심사를 거쳐 2024년 12월 최종 합격을 발표할 예정""","교육출판, 커머스, 연수"
아이언디바이스,2024-09-23,코스닥,반도체/디스플레이,비AI,,PER,16.55,"[에이전트 판정(투설 원문 스니펫)|high] 자사 칩은 오디오 앰프 SoC로 AI 연산 전용 설계가 아님. AI 언급은 전방 제품(AI 스피커)과 산업 트렌드 서술. | 근거: ""스마트폰 및 AI 스피커, Display Sound 제품 등에 적용되어 양산 Track Record 보유"" / ""AI 기술과 음성인식 기술이 오디오 IC에 통합되어"" (산업 동향)",스마트폰용 오디오 앰프 반도체 Soc
제닉스,2024-09-30,코스닥,기계/장비,비AI,,PER,28.63,[에이전트 판정(투설 원문 스니펫)|high] AI는 전방(반도체) 시장 전망과 향후 실증과제 계획. Stocker·AGV/AMR 제품의 현행 핵심 기능으로 서술되지 않음. | 근거: AI Chip 개발사와 함께 3D 카메라에 연동되는 Edge AI Chip 실증과제를 2025 년 중 신청할 계획,"Stocker, AGV/AMR"
셀비온,2024-10-16,코스닥,바이오/헬스케어,비AI,,PER,25.57,"[에이전트 판정(투설 원문 스니펫)|high] 방사성의약품 기업. AI는 정부 정책·거시 전망 인용에 그침. | 근거: ""AI빅데이터 등 신약개발의 디지털 전환촉진"" (정부 정책 서술)","셀비온그린주, 셀비온메브로페닌주, 도페정 등"
와이제이링크,2024-10-18,코스닥,기계/장비,비AI,,PER,32.23,"[에이전트 판정(투설 원문 스니펫)|high] AI는 경제전망과 고객사(전방) 기술 채택 동향 서술. SMT 이송장비 자체는 AI 무관. | 근거: ""당사의 고객사들은 운영을 개선하기 위해 자동화, 인공지능, 로봇공학과 같은 새로운 기술을 채택하고 있고""",SMT(PCB 표면실장) 이송 및 추적장비 등 스마트 공정장비
